X,Y,Z
0.0,0.0,0.8862911208309028
0.010101010101010102,0.0,0.08178706178735418
0.020202020202020204,0.0,0.8144393668188916
0.030303030303030304,0.0,0.06252504241015033
0.04040404040404041,0.0,0.8676630770675285
0.05050505050505051,0.0,0.9460238896033344
0.06060606060606061,0.0,0.05674168238616384
0.07070707070707072,0.0,0.4434115856825779
0.08080808080808081,0.0,0.5691755631779647
0.09090909090909091,0.0,0.19037454182531177
0.10101010101010102,0.0,0.7991568453213163
0.11111111111111112,0.0,0.7181155851246771
0.12121212121212122,0.0,0.07961169847721927
0.13131313131313133,0.0,0.607473808930668
0.14141414141414144,0.0,0.12284197537923625
0.15151515151515152,0.0,0.9391037235409283
0.16161616161616163,0.0,0.6750564822639298
0.17171717171717174,0.0,0.4680173606605824
0.18181818181818182,0.0,0.3708331374132512
0.19191919191919193,0.0,0.8795060320034632
0.20202020202020204,0.0,0.8139734718984728
0.21212121212121213,0.0,0.8706897357836348
0.22222222222222224,0.0,0.708284343772526
0.23232323232323235,0.0,0.5972249024768896
0.24242424242424243,0.0,0.08843406118412622
0.25252525252525254,0.0,0.06981300250835187
0.26262626262626265,0.0,0.937019233759131
0.27272727272727276,0.0,0.6724855653910248
0.2828282828282829,0.0,0.3748070416146281
0.29292929292929293,0.0,0.8675864466523874
0.30303030303030304,0.0,0.0696978453150302
0.31313131313131315,0.0,0.5025548409164836
0.32323232323232326,0.0,0.769456385197145
0.33333333333333337,0.0,0.06244155038682042
0.3434343434343435,0.0,0.8731108980522739
0.3535353535353536,0.0,0.9965113062418519
0.36363636363636365,0.0,0.8275954681920091
0.37373737373737376,0.0,0.11643403965653121
0.38383838383838387,0.0,0.5195527692780537
0.393939393939394,0.0,0.4240202474179421
0.4040404040404041,0.0,0.5924976525259431
0.4141414141414142,0.0,0.5798456400505009
0.42424242424242425,0.0,0.4078976747449681
0.43434343434343436,0.0,0.8057530689929713
0.4444444444444445,0.0,0.35092073478433305
0.4545454545454546,0.0,0.23594785569374166
0.4646464646464647,0.0,0.09646015486290549
0.4747474747474748,0.0,0.24717252199952355
0.48484848484848486,0.0,0.8489863471441056
0.494949494949495,0.0,0.5769573469140963
0.5050505050505051,0.0,0.9480060011868202
0.5151515151515152,0.0,0.673307889230763
0.5252525252525253,0.0,0.5795833901205116
0.5353535353535354,0.0,0.15546771913752677
0.5454545454545455,0.0,0.610601566275639
0.5555555555555556,0.0,0.8696987382791527
0.5656565656565657,0.0,0.08105137306709176
0.5757575757575758,0.0,0.28641358545324536
0.5858585858585859,0.0,0.026181409395864885
0.595959595959596,0.0,0.44400296404945405
0.6060606060606061,0.0,0.34880797898285343
0.6161616161616162,0.0,0.21297512641595207
0.6262626262626263,0.0,0.1984121220872035
0.6363636363636365,0.0,0.5494569964342088
0.6464646464646465,0.0,0.7736211920121092
0.6565656565656566,0.0,0.7034266173768633
0.6666666666666667,0.0,0.12653343531472494
0.6767676767676768,0.0,0.2793114462410917
0.686868686868687,0.0,0.816586260376611
0.696969696969697,0.0,0.6435289909319417
0.7070707070707072,0.0,0.7280847531472823
0.7171717171717172,0.0,0.7588194164768424
0.7272727272727273,0.0,0.6467013309436024
0.7373737373737375,0.0,0.9356025388724946
0.7474747474747475,0.0,0.46338670871854937
0.7575757575757577,0.0,0.061530962461624594
0.7676767676767677,0.0,0.9636771735323614
0.7777777777777778,0.0,0.4164810431537611
0.787878787878788,0.0,0.2882274881499596
0.797979797979798,0.0,0.46142705843053045
0.8080808080808082,0.0,0.1696137076501455
0.8181818181818182,0.0,0.2196546668769761
0.8282828282828284,0.0,0.23726990542768867
0.8383838383838385,0.0,0.378516254502387
0.8484848484848485,0.0,0.2565374171685282
0.8585858585858587,0.0,0.16376413989682626
0.8686868686868687,0.0,0.9386173568523628
0.8787878787878789,0.0,0.17069925295397603
0.888888888888889,0.0,0.3457352122914127
0.8989898989898991,0.0,0.9787610637198928
0.9090909090909092,0.0,0.6667349065039816
0.9191919191919192,0.0,0.14053817197401675
0.9292929292929294,0.0,0.2558301837685809
0.9393939393939394,0.0,0.26243741260061115
0.9494949494949496,0.0,0.6329223101462836
0.9595959595959597,0.0,0.7590701291582606
0.9696969696969697,0.0,0.5386736223260946
0.9797979797979799,0.0,0.191779247500119
0.98989898989899,0.0,0.8605301995759117
1.0,0.0,0.3728544189908969
0.0,0.010101010101010102,0.7351703229164964
0.010101010101010102,0.010101010101010102,0.05267345321444539
0.020202020202020204,0.010101010101010102,0.5444335868584438
0.030303030303030304,0.010101010101010102,0.32906680134275124
0.04040404040404041,0.010101010101010102,0.2750859872207363
0.05050505050505051,0.010101010101010102,0.5747043295665568
